Offset(P)            #Ptr   #Hnd Access Name
0x000000000615fc88      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND16.WAV
0x000000000615fdb0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000615fef8      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\바탕 화면\Arab.zip
0x000000000615ff90      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\wavemix.inf
0x00000000061604c8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\Connection Wizard\icwres.dll
0x00000000061607f8      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND1.WAV
0x0000000006160900      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mshta.exe.mui
0x00000000061609d0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\디스크 조각 모음.lnk
0x0000000006160ac0      1      0 R--r-- \Device\HarddiskVolume1\Documents and Settings\Administrator\바탕 화면\HelpMe.rtf
0x0000000006160c60      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\devenum.dll
0x0000000006160f08      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msftedit.dll
0x0000000006164288      2      1 ------ \Device\NamedPipe\ROUTER
0x0000000006164390      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Policies\x86_policy.6.0.Microsoft.Windows.Common-Controls_6595b64144ccf1df_x-ww_5ddad775\6.0.2600.2180.Policy
0x00000000061645b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x0000000006164830      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\NTOSBOOT-B00DFAAD.pf
0x0000000006164930      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x0000000006165190      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x0000000006165240      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\desktop.ini
0x0000000006165550      2      1 RWDrwd \Device\HarddiskVolume1\DOCUME~1\ADMINI~1\LOCALS~1\Temp\~DF7906.tmp
0x0000000006166028      1      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MOVIEM~1\WMM2RES.dll
0x00000000061661b0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\Restore\rstrui.exe
0x0000000006166250      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\cimwin32.dll
0x0000000006166380      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\동기화.lnk
0x0000000006166418      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\compatUI.dll
0x00000000061665e8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\메모장.lnk
0x00000000061667b8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\엔터테인먼트\볼륨 조절.lnk
0x0000000006166850      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\tourstart.exe
0x0000000006166a28      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\통신\원격 데스크톱 연결.lnk
0x0000000006166ac0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\ime\IMKR6_1\imekrcic.dll
0x0000000006166b58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xmllite.dll
0x0000000006166bf0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\Outlook Express.lnk
0x0000000006166dc0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\내게 필요한 옵션\desktop.ini
0x0000000006166e60      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wmploc.dll
0x0000000006166ef8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\quartz.dll
0x0000000006166f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\spider.exe
0x00000000061670e0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rcbdyctl.dll
0x0000000006167318      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msxml3r.dll
0x00000000061796b0      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Cookies\index.dat
0x000000000617a2d0      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\kdcom.dll
0x000000000617a450      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\ntfs.sys
0x000000000617b1c0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wshbth.dll
0x000000000617b7f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\apphelp.dll
0x000000000617c218      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x000000000617c2b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x000000000617d028      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\History\History.IE5\index.dat
0x000000000617e958      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Internet Explorer\sqmapi.dll
0x000000000617f7e0      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\battc.sys
0x00000000061808e8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006180980      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\zipfldr.dll
0x00000000061813b0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\바탕 화면
0x0000000006186028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\통신\네트워크 설정 마법사.lnk
0x00000000061860d0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\엔터테인먼트\녹음기.lnk
0x00000000061873a8      1      1 ------ \Device\NamedPipe\wkssvc
0x0000000006187ae8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\xpsp1res.dll
0x0000000006188310      2      1 RWDrw- \Device\HarddiskVolume1\WINDOWS\Temp\Perflib_Perfdata_7cc.dat
0x0000000006188d30      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Favorites\연결\웹 조각 갤러리.url
0x000000000618c378      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wmpshell.dll
0x000000000618ce38      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rasmans.dll
0x000000000618d258      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x000000000618d940      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\NetHood
0x000000000618ef90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lpk.dll
0x000000000618f5c0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Internet Explorer\ieproxy.dll
0x000000000618f838      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000618fb70      1      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MSNGAM~1\Windows\bckgres.dll
0x000000000618fed8      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-404-0
0x0000000006190520      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\내게 필요한 옵션\내게 필요한 옵션 마법사.lnk
0x00000000061905b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000619fea0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006235af8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x0000000006235d00      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\vmhgfs.dll
0x0000000006235f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\irprops.cpl
0x0000000006236190      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006236d18      3      1 ------ \Device\NamedPipe\net\NtControlPipe3
0x0000000006237760      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_adm
0x00000000062377f8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\AppPatch
0x0000000006237958      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x000000000623a220      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x000000000623a470      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries
0x000000000623a800      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\oobe
0x000000000623a8d8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express
0x000000000623aef8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\srchasst
0x000000000623af90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime
0x000000000623b5b8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers
0x000000000623b650      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts
0x000000000623c080      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000623cf10      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin
0x000000000623f2a8      9      1 ------ \Device\Afd\Endpoint
0x0000000006240028      1      1 ------ \Device\NamedPipe\winreg
0x00000000062414b0      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x0000000006241618      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000062416b0      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000006241748      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000006242668      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\xircom
0x0000000006242740      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\IMKR6_1\APPLETS
0x0000000006242ad0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\IMJP8_1\APPLETS
0x0000000006242b68      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer
0x0000000006242f50      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0412
0x0000000006244a20      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x0000000006244b18      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x0000000006244cb0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000062465b0      1      1 ------ \Device\Afd\AsyncConnectHlp
0x0000000006246678      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006246b08      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x00000000062478e8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴
0x00000000062487d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wsock32.dll
0x0000000006249800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\certcli.dll
0x0000000006249c28      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glib-2.0.dll
0x000000000624a668      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtoolsd.exe
0x000000000624aa70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e\msvcr90.dll
0x000000000624b2e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipsecsvc.dll
0x000000000624b6f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x000000000624bd20      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\iconv.dll
0x000000000624bf90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor\shellstyle.dll
0x000000000624cb80      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000624d4a8      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\WMPLAYER.EXE-18DDEF9C.pf
0x000000000624d6a8      1      0 -W-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Performance\WmiApRpl.ini.ini
0x000000000624e438      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000624e818      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\PrivacIE\index.dat
0x000000000624ec08      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\hgfsUsability.dll
0x000000000624f220      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\perfproc.dll
0x00000000062504d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vsocklib.dll
0x00000000062508d8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtools.dll
0x0000000006251580      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\url.dll
0x0000000006251920      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lmhsvc.dll
0x0000000006251dc8      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\etc
0x00000000062526f8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\devmgr.dll
0x0000000006252980      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000062540e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x00000000062556a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x0000000006256f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006257538      1      1 ------ \Device\Afd\Endpoint
0x0000000006257750      1      1 ------ \Device\Afd\Endpoint
0x0000000006257d58      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006259ee0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rastls.dll
0x000000000625a1b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000625ab30      2      1 ------ \Device\NTPNP_PCI0042\Topology
0x000000000625b860      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ieapfltr.dll
0x000000000625c4c0      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\default.LOG
0x000000000625c568      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\내게 필요한 옵션\화상 키보드.lnk
0x000000000625d778      2      1 ------ \Device\NamedPipe\TerminalServer\AutoReconnect
0x000000000625d828      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x000000000625e698      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\SchedLgU.Txt
0x000000000625f230      1      0 R--r-- \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Microsoft\Protect\S-1-5-21-1993962763-220523388-839522115-500\Preferred
0x000000000625f588      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\워드패드.lnk
0x000000000625f8a8      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND18.WAV
0x000000000625fb40      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND22.WAV
0x000000000625fc80      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000625fe38      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000625ff90      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\시작프로그램\desktop.ini
0x00000000062607f0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\엔터테인먼트\desktop.ini
0x0000000006260bd0      1      1 ------ \Device\NamedPipe\srvsvc
0x0000000006261260      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x00000000062614c0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\지뢰 찾기.lnk
0x0000000006261908      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\desktop.ini
0x0000000006261bb0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\NetMeeting\conf.exe
0x00000000062621d0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mycomput.dll
0x0000000006262278      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006262458      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wshko.dll
0x00000000062624f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msdmo.dll
0x0000000006262640      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\주소록.lnk
0x0000000006262f90      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\verdana.ttf
0x0000000006263028      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND4.WAV
0x00000000062630c8      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\AGP440.SYS
0x0000000006263460      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\하트.lnk
0x0000000006263698      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
0x0000000006263868      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\xpsp2res.dll
0x0000000006263e18      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\내게 필요한 옵션\유틸리티 관리자.lnk
0x00000000062640c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006264468      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006264950      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\hal.dll
0x00000000062649e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x00000000062654a8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msdmo.dll
0x0000000006265650      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\인터넷 스페이드.lnk
0x00000000062658c8      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\vmci.sys
0x0000000006265960      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\scrobj.dll
0x0000000006265c00      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\shscrap.dll
0x0000000006265f28      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msrating.dll.mui
0x0000000006266168      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\My Documents\desktop.ini
0x0000000006266280      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Cookies\index.dat
0x0000000006266318      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\framedyn.dll
0x0000000006266418      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\History\History.IE5\index.dat
0x0000000006266850      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\My Documents
0x0000000006266a28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000062674f0      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\AEQUEUE.EXE-39C0D51E.pf
0x0000000006267a18      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msfeeds.dll
0x0000000006267c60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\loadperf.dll
0x0000000006268268      1      1 ------ \Device\NamedPipe\lsarpc
0x0000000006268820      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\백업.lnk
0x00000000062688c0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\통신\Bluetooth 파일 전송 마법사.lnk
0x0000000006268a10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\AcGenral.dll
0x0000000006268d18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x0000000006268db8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006268e58      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\기본 프로그램 설정.lnk
0x00000000062692e8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dfrgres.dll
0x0000000006269670      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msls31.dll
0x0000000006269b80      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\vdmdbg.dll
0x000000000626a158      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Favorites\Desktop.ini
0x000000000626a7e8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mshtml.dll
0x000000000626b028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000626b0d0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player\wmplayer.exe
0x000000000626b168      1      0 R--r-d \Device\HarddiskVolume1\Program Files\NetMeeting\nmwb.dll
0x000000000626b280      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wmp.dll
0x000000000626b6c0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\msinfo.dll
0x000000000626b960      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x000000000626ba68      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Media Player\wmplayer.exe
0x000000000626bc88      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mmcbase.dll
0x000000000626bea0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wshext.dll
0x000000000626c0d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000626c708      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\파일 및 설정 전송 마법사.lnk
0x000000000626c7d0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\PINBALL.EXE
0x000000000626caf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32k.sys
0x000000000626cc28      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\Internet Explorer.lnk
0x000000000626cd18      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\tdi.sys
0x000000000626d278      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows NT\Accessories\wordpad.exe
0x000000000626d4c8      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\sr.sys
0x000000000626dce0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\PINBALL.EXE
0x000000000626ddb8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000626df28      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\classpnp.sys
0x000000000626e308      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\Windows XP 둘러보기.lnk
0x000000000626e538      2      1 ------ \Device\NamedPipe\ROUTER
0x000000000626ea80      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\AESVRMGR.EXE-06DD2D6B.pf
0x000000000626eb80      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\syncui.dll
0x000000000626f028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\시스템 정보.lnk
0x000000000626f0f0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x000000000626fd10      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\핀볼.lnk
0x000000000626fe38      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\인터넷 하트.lnk
0x0000000006270450      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\Windows 카탈로그.lnk
0x0000000006270508      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND105.WAV
0x0000000006271028      1      1 ------ \Device\NamedPipe\ROUTER
0x0000000006271250      1      1 ------ \Device\NamedPipe\ROUTER
0x0000000006272838      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006272a40      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\AEWRKPVD.EXE-0DE8173C.pf
0x0000000006273528      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wshko.dll
0x00000000062735c0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mfc42.dll
0x00000000062736c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mfc42u.dll
